Model Name,Column Name,Transaction Value (Count or Avg),Transcation Month (YYYY|MM),IsAnAnomaly,Snapshot Month (YYYYMM)
TABLE_1,Column_1599,0,2020|12,NA,202102
TABLE_1,Column_1688,0,2015|12,YES,202102
TABLE_1,Column_1688,61.428333,2016|01,YES,202102
TABLE_1,Column_1688,45.31,2016|02,YES,202102
TABLE_1,Column_1688,56.741428,2016|03,YES,202102
TABLE_1,Column_1688,489.55771,2016|04,YES,202102
TABLE_1,Column_1688,115.766552,2016|05,YES,202102
TABLE_1,Column_1688,151.621795,2016|06,YES,202102
TABLE_1,Column_1688,76.0875705,2016|07,YES,202102
TABLE_1,Column_1688,331.92132,2016|08,YES,202102
TABLE_1,Column_1688,95.301758,2016|09,YES,202102
TABLE_1,Column_1688,84.302945,2016|10,YES,202102
TABLE_1,Column_1688,118.10919,2016|11,YES,202102
TABLE_1,Column_1688,151.004273,2016|12,YES,202102
TABLE_1,Column_1688,122.481078,2017|01,YES,202102
TABLE_1,Column_1688,203.16945,2017|02,YES,202102
TABLE_1,Column_1688,201.31967,2017|03,YES,202102
TABLE_1,Column_1688,161.986357,2017|04,YES,202102
TABLE_1,Column_1688,174.275627,2017|05,YES,202102
TABLE_1,Column_1688,202.322765,2017|06,YES,202102
TABLE_1,Column_1688,140.60922,2017|07,YES,202102
TABLE_1,Column_1688,169.912699,2017|08,YES,202102
TABLE_1,Column_1688,144.372862,2017|09,YES,202102
TABLE_1,Column_1688,171.589417,2017|10,YES,202102
TABLE_1,Column_1688,149.972733,2017|11,YES,202102
TABLE_1,Column_1688,173.92009,2017|12,YES,202102
TABLE_1,Column_1688,173.180405,2018|01,YES,202102
TABLE_1,Column_1688,144.364502,2018|02,YES,202102
TABLE_1,Column_1688,124.596326,2018|03,YES,202102
TABLE_1,Column_1688,142.8493787,2018|04,YES,202102
TABLE_1,Column_1688,166.83292,2018|05,YES,202102
TABLE_1,Column_1688,143.108273,2018|06,YES,202102
TABLE_1,Column_1688,151.064106,2018|07,YES,202102
TABLE_1,Column_1688,143.8786135,2018|08,YES,202102
TABLE_1,Column_1688,149.804426,2018|09,YES,202102
TABLE_1,Column_1688,131.597152,2018|10,YES,202102
TABLE_1,Column_1688,145.919942,2018|11,YES,202102
TABLE_1,Column_1688,154.361235,2018|12,YES,202102
TABLE_1,Column_1688,134.982402,2019|01,YES,202102
TABLE_1,Column_1688,156.184865,2019|02,YES,202102
TABLE_1,Column_1688,130.53249,2019|03,YES,202102
TABLE_1,Column_1688,155.1134175,2019|04,YES,202102
TABLE_1,Column_1688,175.379742,2019|05,YES,202102
TABLE_1,Column_1688,147.916689,2019|06,YES,202102
TABLE_1,Column_1688,129.570222,2019|07,YES,202102
TABLE_1,Column_1688,180.285857,2019|08,YES,202102
TABLE_1,Column_1688,138.909106,2019|09,YES,202102
TABLE_1,Column_1688,133.5264295,2019|10,YES,202102
TABLE_1,Column_1688,153.240048,2019|11,YES,202102
TABLE_1,Column_1688,148.10241,2019|12,YES,202102
TABLE_1,Column_1688,131.060184,2020|01,YES,202102
TABLE_1,Column_1688,161.99234,2020|02,YES,202102
TABLE_1,Column_1688,135.471092,2020|03,YES,202102
TABLE_1,Column_1688,152.630277,2020|04,YES,202102
TABLE_1,Column_1688,142.588596,2020|05,YES,202102
TABLE_1,Column_1688,156.622002,2020|06,YES,202102
TABLE_1,Column_1688,133.372205,2020|07,YES,202102
TABLE_1,Column_1688,159.222523,2020|08,YES,202102
TABLE_1,Column_1688,157.05282,2020|09,YES,202102
TABLE_1,Column_1688,150.6414938,2020|10,YES,202102
TABLE_1,Column_1688,140.613373,2020|11,YES,202102
TABLE_1,Column_1688,110.76368,2020|12,YES,202102
TABLE_1,Column_1688,92.55,2015|11,NA,202101
TABLE_1,Column_1688,0,2015|12,NA,202101
TABLE_1,Column_1688,61.428333,2016|01,NA,202101
TABLE_1,Column_1688,45.31,2016|02,NA,202101
TABLE_1,Column_1688,68.089714,2016|03,NA,202101
TABLE_1,Column_1688,699.3682,2016|04,NA,202101
TABLE_1,Column_1688,144.11755,2016|05,NA,202101
TABLE_1,Column_1688,192.05426,2016|06,NA,202101
TABLE_1,Column_1688,87.97625,2016|07,NA,202101
TABLE_1,Column_1688,684.5877,2016|08,NA,202101
TABLE_1,Column_1688,115.6470795,2016|09,NA,202101
TABLE_1,Column_1688,104.07771,2016|10,NA,202101
TABLE_1,Column_1688,138.99925,2016|11,NA,202101
TABLE_1,Column_1688,182.35463,2016|12,NA,202101
TABLE_1,Column_1688,137.8299721,2017|01,NA,202101
TABLE_1,Column_1688,252.15497,2017|02,NA,202101
TABLE_1,Column_1688,238.79544,2017|03,NA,202101
TABLE_1,Column_1688,196.02162,2017|04,NA,202101
TABLE_1,Column_1688,209.3674918,2017|05,NA,202101
TABLE_1,Column_1688,241.7791431,2017|06,NA,202101
TABLE_1,Column_1688,154.6622646,2017|07,NA,202101
TABLE_1,Column_1688,188.6840042,2017|08,NA,202101
TABLE_1,Column_1688,159.7680825,2017|09,NA,202101
TABLE_1,Column_1688,188.3460669,2017|10,NA,202101
TABLE_1,Column_1688,158.4071189,2017|11,NA,202101
TABLE_1,Column_1688,194.159182,2017|12,NA,202101
TABLE_1,Column_1688,166.011494,2018|01,NA,202101
TABLE_1,Column_1688,126.373474,2018|02,NA,202101
TABLE_1,Column_1688,112.0598505,2018|03,NA,202101
TABLE_1,Column_1688,138.0157314,2018|04,NA,202101
TABLE_1,Column_1688,144.2122959,2018|05,NA,202101
TABLE_1,Column_1688,155.4547769,2018|06,NA,202101
TABLE_1,Column_1688,161.05933,2018|07,NA,202101
TABLE_1,Column_1688,156.9350105,2018|08,NA,202101
TABLE_1,Column_1688,163.0054337,2018|09,NA,202101
TABLE_1,Column_1688,139.4127803,2018|10,NA,202101
TABLE_1,Column_1688,156.9507712,2018|11,NA,202101
TABLE_1,Column_1688,170.4768177,2018|12,NA,202101
TABLE_1,Column_1688,145.3464048,2019|01,NA,202101
TABLE_1,Column_1688,172.42133,2019|02,NA,202101
TABLE_1,Column_1688,140.3880473,2019|03,NA,202101
TABLE_1,Column_1688,170.911625,2019|04,NA,202101
TABLE_1,Column_1688,190.2906042,2019|05,NA,202101
TABLE_1,Column_1688,155.8575,2019|06,NA,202101
TABLE_1,Column_1688,140.6582783,2019|07,NA,202101
TABLE_1,Column_1688,199.2591983,2019|08,NA,202101
TABLE_1,Column_1688,151.3716271,2019|09,NA,202101
TABLE_1,Column_1688,142.6110714,2019|10,NA,202101
TABLE_1,Column_1688,164.6148525,2019|11,NA,202101
TABLE_1,Column_1688,161.5122061,2019|12,NA,202101
TABLE_1,Column_1688,138.9349319,2020|01,NA,202101
TABLE_1,Column_1688,193.4310612,2020|02,NA,202101
TABLE_1,Column_1688,149.1584931,2020|03,NA,202101
TABLE_1,Column_1688,171.590974,2020|04,NA,202101
TABLE_1,Column_1688,154.925796,2020|05,NA,202101
TABLE_1,Column_1688,174.3527049,2020|06,NA,202101
TABLE_1,Column_1688,146.5358399,2020|07,NA,202101
TABLE_1,Column_1688,170.2933662,2020|08,NA,202101
TABLE_1,Column_1688,164.412505,2020|09,NA,202101
TABLE_1,Column_1688,153.930483,2020|10,NA,202101
TABLE_1,Column_1688,122.071686,2020|11,NA,202101
TABLE_1,Column_1688,0,2015|10,NA,202012
TABLE_1,Column_1688,92.55,2015|11,NA,202012
TABLE_1,Column_1688,0,2015|12,NA,202012
TABLE_1,Column_1688,61.428333,2016|01,NA,202012
TABLE_1,Column_1688,45.31,2016|02,NA,202012
TABLE_1,Column_1688,68.089714,2016|03,NA,202012
TABLE_1,Column_1688,699.3682,2016|04,NA,202012
TABLE_1,Column_1688,144.11755,2016|05,NA,202012
TABLE_1,Column_1688,192.05426,2016|06,NA,202012
TABLE_1,Column_1688,87.97625,2016|07,NA,202012
TABLE_1,Column_1688,684.5877,2016|08,NA,202012
TABLE_1,Column_1688,114.362114,2016|09,NA,202012
TABLE_1,Column_1688,104.07771,2016|10,NA,202012
TABLE_1,Column_1688,138.99925,2016|11,NA,202012
TABLE_1,Column_1688,182.35463,2016|12,NA,202012
TABLE_1,Column_1688,138.00467,2017|01,NA,202012
TABLE_1,Column_1688,252.15497,2017|02,NA,202012
TABLE_1,Column_1688,238.79544,2017|03,NA,202012
TABLE_1,Column_1688,196.02162,2017|04,NA,202012
TABLE_1,Column_1688,209.16986,2017|05,NA,202012
TABLE_1,Column_1688,241.65013,2017|06,NA,202012
TABLE_1,Column_1688,154.81795,2017|07,NA,202012
TABLE_1,Column_1688,188.64543,2017|08,NA,202012
TABLE_1,Column_1688,159.73993,2017|09,NA,202012
TABLE_1,Column_1688,188.34271,2017|10,NA,202012
TABLE_1,Column_1688,158.31697,2017|11,NA,202012
TABLE_1,Column_1688,194.11101,2017|12,NA,202012
TABLE_1,Column_1688,165.91515,2018|01,NA,202012
TABLE_1,Column_1688,126.373474,2018|02,NA,202012
TABLE_1,Column_1688,112.08193,2018|03,NA,202012
TABLE_1,Column_1688,138.06488,2018|04,NA,202012
TABLE_1,Column_1688,144.16301,2018|05,NA,202012
TABLE_1,Column_1688,155.42754,2018|06,NA,202012
TABLE_1,Column_1688,161.05933,2018|07,NA,202012
TABLE_1,Column_1688,156.96063,2018|08,NA,202012
TABLE_1,Column_1688,163.06241,2018|09,NA,202012
TABLE_1,Column_1688,139.3936,2018|10,NA,202012
TABLE_1,Column_1688,154.44746,2018|11,NA,202012
TABLE_1,Column_1688,170.54594,2018|12,NA,202012
TABLE_1,Column_1688,145.38887,2019|01,NA,202012
TABLE_1,Column_1688,172.42133,2019|02,NA,202012
TABLE_1,Column_1688,140.3658,2019|03,NA,202012
TABLE_1,Column_1688,170.98592,2019|04,NA,202012
TABLE_1,Column_1688,190.34401,2019|05,NA,202012
TABLE_1,Column_1688,155.8575,2019|06,NA,202012
TABLE_1,Column_1688,140.70555,2019|07,NA,202012
TABLE_1,Column_1688,199.29556,2019|08,NA,202012
TABLE_1,Column_1688,151.53247,2019|09,NA,202012
TABLE_1,Column_1688,143.53522,2019|10,NA,202012
TABLE_1,Column_1688,165.97467,2019|11,NA,202012
TABLE_1,Column_1688,161.53366,2019|12,NA,202012
TABLE_1,Column_1688,139.6291,2020|01,NA,202012
TABLE_1,Column_1688,193.10051,2020|02,NA,202012
TABLE_1,Column_1688,149.32016,2020|03,NA,202012
TABLE_1,Column_1688,160.68773,2020|04,NA,202012
TABLE_1,Column_1688,154.27037,2020|05,NA,202012
TABLE_1,Column_1688,173.68585,2020|06,NA,202012
TABLE_1,Column_1688,147.77258,2020|07,NA,202012
TABLE_1,Column_1688,168.44188,2020|08,NA,202012
TABLE_1,Column_1688,157.07849,2020|09,NA,202012
TABLE_1,Column_1688,92.46409,2020|10,NA,202012
TABLE_1,Column_1752,6.756875,2015|12,YES,202102
TABLE_1,Column_1752,0,2016|01,YES,202102
TABLE_1,Column_1752,2.952439,2016|02,YES,202102
TABLE_1,Column_1752,31.139999,2016|03,YES,202102
TABLE_1,Column_1752,37.161041,2016|04,YES,202102
TABLE_1,Column_1752,98.859016,2016|05,YES,202102
TABLE_1,Column_1752,53.32995193,2016|06,YES,202102
TABLE_1,Column_1752,32.4876592,2016|07,YES,202102
TABLE_1,Column_1752,56.8881716,2016|08,YES,202102
TABLE_1,Column_1752,169.62761,2016|09,YES,202102
TABLE_1,Column_1752,174.504347,2016|10,YES,202102
TABLE_1,Column_1752,66.534927,2016|11,YES,202102
TABLE_1,Column_1752,107.3641614,2016|12,YES,202102
TABLE_1,Column_1752,102.4823937,2017|01,YES,202102
TABLE_1,Column_1752,168.789733,2017|02,YES,202102
TABLE_1,Column_1752,142.298126,2017|03,YES,202102
TABLE_1,Column_1752,137.189557,2017|04,YES,202102
TABLE_1,Column_1752,137.711015,2017|05,YES,202102
TABLE_1,Column_1752,131.416428,2017|06,YES,202102
TABLE_1,Column_1752,91.0408116,2017|07,YES,202102
TABLE_1,Column_1752,98.8236112,2017|08,YES,202102
TABLE_1,Column_1752,97.1569827,2017|09,YES,202102
TABLE_1,Column_1752,88.8583987,2017|10,YES,202102
TABLE_1,Column_1752,107.5787552,2017|11,YES,202102
TABLE_1,Column_1752,103.1767038,2017|12,YES,202102
TABLE_1,Column_1752,92.471244,2018|01,YES,202102
TABLE_1,Column_1752,86.533202,2018|02,YES,202102
TABLE_1,Column_1752,90.109825,2018|03,YES,202102
TABLE_1,Column_1752,109.975564,2018|04,YES,202102
TABLE_1,Column_1752,107.2426975,2018|05,YES,202102
TABLE_1,Column_1752,103.6673738,2018|06,YES,202102
TABLE_1,Column_1752,94.635963,2018|07,YES,202102
TABLE_1,Column_1752,104.2893219,2018|08,YES,202102
TABLE_1,Column_1752,96.2985678,2018|09,YES,202102
TABLE_1,Column_1752,103.329517,2018|10,YES,202102
TABLE_1,Column_1752,97.8916196,2018|11,YES,202102
TABLE_1,Column_1752,95.864815,2018|12,YES,202102
TABLE_1,Column_1752,111.2831578,2019|01,YES,202102
TABLE_1,Column_1752,106.3698406,2019|02,YES,202102
TABLE_1,Column_1752,110.9084605,2019|03,YES,202102
TABLE_1,Column_1752,94.7311674,2019|04,YES,202102
TABLE_1,Column_1752,93.5941964,2019|05,YES,202102
TABLE_1,Column_1752,94.209768,2019|06,YES,202102
TABLE_1,Column_1752,92.4168394,2019|07,YES,202102
TABLE_1,Column_1752,92.0166398,2019|08,YES,202102
TABLE_1,Column_1752,92.2677614,2019|09,YES,202102
TABLE_1,Column_1752,77.4832097,2019|10,YES,202102
TABLE_1,Column_1752,84.3439326,2019|11,YES,202102
TABLE_1,Column_1752,102.4450362,2019|12,YES,202102
TABLE_1,Column_1752,105.8668908,2020|01,YES,202102
TABLE_1,Column_1752,87.3919453,2020|02,YES,202102
TABLE_1,Column_1752,80.4660443,2020|03,YES,202102
TABLE_1,Column_1752,41.4895916,2020|04,YES,202102
TABLE_1,Column_1752,29.1162677,2020|05,YES,202102
TABLE_1,Column_1752,29.2410121,2020|06,YES,202102
TABLE_1,Column_1752,30.3413302,2020|07,YES,202102
TABLE_1,Column_1752,29.9897972,2020|08,YES,202102
TABLE_1,Column_1752,34.4251403,2020|09,YES,202102
TABLE_1,Column_1752,33.6059941,2020|10,YES,202102
TABLE_1,Column_1752,35.4672936,2020|11,YES,202102
TABLE_1,Column_1752,35.145947,2020|12,YES,202102
TABLE_1,Column_1752,117.08428,2015|11,NA,202101
TABLE_1,Column_1752,6.756875,2015|12,NA,202101
TABLE_1,Column_1752,83.26768,2016|01,NA,202101
TABLE_1,Column_1752,4.174138,2016|02,NA,202101
TABLE_1,Column_1752,31.772245,2016|03,NA,202101
TABLE_1,Column_1752,47.77848,2016|04,NA,202101
TABLE_1,Column_1752,29.088276,2016|05,NA,202101
TABLE_1,Column_1752,53.010307,2016|06,NA,202101
TABLE_1,Column_1752,33.6315409,2016|07,NA,202101
TABLE_1,Column_1752,53.38594,2016|08,NA,202101
TABLE_1,Column_1752,118.4154549,2016|09,NA,202101
TABLE_1,Column_1752,179.53134,2016|10,NA,202101
TABLE_1,Column_1752,48.30329498,2016|11,NA,202101
TABLE_1,Column_1752,106.1363337,2016|12,NA,202101
TABLE_1,Column_1752,95.77845664,2017|01,NA,202101
TABLE_1,Column_1752,187.2182045,2017|02,NA,202101
TABLE_1,Column_1752,152.6420913,2017|03,NA,202101
TABLE_1,Column_1752,147.7634407,2017|04,NA,202101
TABLE_1,Column_1752,144.5317654,2017|05,NA,202101
TABLE_1,Column_1752,136.9442613,2017|06,NA,202101
TABLE_1,Column_1752,93.5206685,2017|07,NA,202101
TABLE_1,Column_1752,97.5649873,2017|08,NA,202101
TABLE_1,Column_1752,94.26118824,2017|09,NA,202101
TABLE_1,Column_1752,85.8751304,2017|10,NA,202101
TABLE_1,Column_1752,107.4555119,2017|11,NA,202101
TABLE_1,Column_1752,101.039388,2017|12,NA,202101
TABLE_1,Column_1752,79.70153034,2018|01,NA,202101
TABLE_1,Column_1752,74.38555413,2018|02,NA,202101
TABLE_1,Column_1752,63.9336623,2018|03,NA,202101
TABLE_1,Column_1752,96.45206473,2018|04,NA,202101
TABLE_1,Column_1752,92.59426485,2018|05,NA,202101
TABLE_1,Column_1752,104.7339246,2018|06,NA,202101
TABLE_1,Column_1752,97.47977448,2018|07,NA,202101
TABLE_1,Column_1752,105.0356162,2018|08,NA,202101
TABLE_1,Column_1752,97.4536199,2018|09,NA,202101
TABLE_1,Column_1752,99.2971234,2018|10,NA,202101
TABLE_1,Column_1752,95.4122759,2018|11,NA,202101
TABLE_1,Column_1752,86.3158613,2018|12,NA,202101
TABLE_1,Column_1752,111.0988809,2019|01,NA,202101
TABLE_1,Column_1752,105.7423046,2019|02,NA,202101
TABLE_1,Column_1752,108.5268014,2019|03,NA,202101
TABLE_1,Column_1752,88.1238627,2019|04,NA,202101
TABLE_1,Column_1752,88.93565237,2019|05,NA,202101
TABLE_1,Column_1752,88.0679357,2019|06,NA,202101
TABLE_1,Column_1752,87.47574496,2019|07,NA,202101
TABLE_1,Column_1752,89.48501337,2019|08,NA,202101
TABLE_1,Column_1752,89.99901955,2019|09,NA,202101
TABLE_1,Column_1752,75.69623016,2019|10,NA,202101
TABLE_1,Column_1752,83.57638412,2019|11,NA,202101
TABLE_1,Column_1752,100.7975643,2019|12,NA,202101
TABLE_1,Column_1752,106.7473024,2020|01,NA,202101
TABLE_1,Column_1752,83.51993481,2020|02,NA,202101
TABLE_1,Column_1752,78.9312969,2020|03,NA,202101
TABLE_1,Column_1752,45.34128164,2020|04,NA,202101
TABLE_1,Column_1752,30.74039616,2020|05,NA,202101
TABLE_1,Column_1752,30.36138373,2020|06,NA,202101
TABLE_1,Column_1752,31.6287592,2020|07,NA,202101
TABLE_1,Column_1752,31.2652477,2020|08,NA,202101
TABLE_1,Column_1752,35.34885402,2020|09,NA,202101
TABLE_1,Column_1752,34.93830292,2020|10,NA,202101
TABLE_1,Column_1752,36.81297,2020|11,NA,202101
TABLE_1,Column_1752,65.03375,2015|10,NA,202012
TABLE_1,Column_1752,117.08428,2015|11,NA,202012
TABLE_1,Column_1752,6.756875,2015|12,NA,202012
TABLE_1,Column_1752,83.26768,2016|01,NA,202012
TABLE_1,Column_1752,4.174138,2016|02,NA,202012
TABLE_1,Column_1752,31.772245,2016|03,NA,202012
TABLE_1,Column_1752,47.77848,2016|04,NA,202012
TABLE_1,Column_1752,29.088276,2016|05,NA,202012
TABLE_1,Column_1752,53.010307,2016|06,NA,202012
TABLE_1,Column_1752,37.32894,2016|07,NA,202012
TABLE_1,Column_1752,53.38594,2016|08,NA,202012
TABLE_1,Column_1752,117.96838,2016|09,NA,202012
TABLE_1,Column_1752,179.53134,2016|10,NA,202012
TABLE_1,Column_1752,48.45763,2016|11,NA,202012
TABLE_1,Column_1752,108.17577,2016|12,NA,202012
TABLE_1,Column_1752,96.2704,2017|01,NA,202012
TABLE_1,Column_1752,187.54076,2017|02,NA,202012
TABLE_1,Column_1752,152.63936,2017|03,NA,202012
TABLE_1,Column_1752,147.53964,2017|04,NA,202012
TABLE_1,Column_1752,140.99194,2017|05,NA,202012
TABLE_1,Column_1752,137.67502,2017|06,NA,202012
TABLE_1,Column_1752,93.133965,2017|07,NA,202012
TABLE_1,Column_1752,97.212906,2017|08,NA,202012
TABLE_1,Column_1752,93.73299,2017|09,NA,202012
TABLE_1,Column_1752,86.60904,2017|10,NA,202012
TABLE_1,Column_1752,107.21778,2017|11,NA,202012
TABLE_1,Column_1752,100.77506,2017|12,NA,202012
TABLE_1,Column_1752,79.702896,2018|01,NA,202012
TABLE_1,Column_1752,74.26945,2018|02,NA,202012
TABLE_1,Column_1752,64.217224,2018|03,NA,202012
TABLE_1,Column_1752,96.347275,2018|04,NA,202012
TABLE_1,Column_1752,92.45586,2018|05,NA,202012
TABLE_1,Column_1752,104.96685,2018|06,NA,202012
TABLE_1,Column_1752,97.234375,2018|07,NA,202012
TABLE_1,Column_1752,104.72909,2018|08,NA,202012
TABLE_1,Column_1752,96.51863,2018|09,NA,202012
TABLE_1,Column_1752,101.63522,2018|10,NA,202012
TABLE_1,Column_1752,95.92269,2018|11,NA,202012
TABLE_1,Column_1752,87.07124,2018|12,NA,202012
TABLE_1,Column_1752,111.3988,2019|01,NA,202012
TABLE_1,Column_1752,106.05704,2019|02,NA,202012
TABLE_1,Column_1752,107.96923,2019|03,NA,202012
TABLE_1,Column_1752,86.22615,2019|04,NA,202012
TABLE_1,Column_1752,88.49816,2019|05,NA,202012
TABLE_1,Column_1752,87.68803,2019|06,NA,202012
TABLE_1,Column_1752,86.86991,2019|07,NA,202012
TABLE_1,Column_1752,89.00781,2019|08,NA,202012
TABLE_1,Column_1752,90.43404,2019|09,NA,202012
TABLE_1,Column_1752,75.10763,2019|10,NA,202012
TABLE_1,Column_1752,83.90972,2019|11,NA,202012
TABLE_1,Column_1752,102.17924,2019|12,NA,202012
TABLE_1,Column_1752,109.6739,2020|01,NA,202012
TABLE_1,Column_1752,83.42369,2020|02,NA,202012
TABLE_1,Column_1752,80.344215,2020|03,NA,202012
TABLE_1,Column_1752,45.185436,2020|04,NA,202012
TABLE_1,Column_1752,30.886974,2020|05,NA,202012
TABLE_1,Column_1752,30.236584,2020|06,NA,202012
TABLE_1,Column_1752,31.969137,2020|07,NA,202012
TABLE_1,Column_1752,31.830212,2020|08,NA,202012
TABLE_1,Column_1752,35.305088,2020|09,NA,202012
TABLE_1,Column_1752,34.83819,2020|10,NA,202012
TABLE_1,Column_1807,0,2016|01,YES,202103
TABLE_1,Column_1807,0,2016|02,YES,202103
TABLE_1,Column_1807,0,2016|03,YES,202103
TABLE_1,Column_1807,797085.8625,2016|04,YES,202103
TABLE_1,Column_1807,991396,2016|05,YES,202103
TABLE_1,Column_1807,1036236.35,2016|06,YES,202103
TABLE_1,Column_1807,1044583.288,2016|07,YES,202103
TABLE_1,Column_1807,1324059.85,2016|08,YES,202103
TABLE_1,Column_1807,1251745.9,2016|09,YES,202103
TABLE_1,Column_1807,1475355.025,2016|10,YES,202103
TABLE_1,Column_1807,1366004.4,2016|11,YES,202103
TABLE_1,Column_1807,1538694.1,2016|12,YES,202103
TABLE_1,Column_1807,1316172.125,2017|01,YES,202103
TABLE_1,Column_1807,1383676.7,2017|02,YES,202103
TABLE_1,Column_1807,1764637.125,2017|03,YES,202103
TABLE_1,Column_1807,1694772.525,2017|04,YES,202103
TABLE_1,Column_1807,2027391.975,2017|05,YES,202103
TABLE_1,Column_1807,1956572.275,2017|06,YES,202103
TABLE_1,Column_1807,1920092.925,2017|07,YES,202103
TABLE_1,Column_1807,2016173.775,2017|08,YES,202103
TABLE_1,Column_1807,1996307.475,2017|09,YES,202103
TABLE_1,Column_1807,2305892.2,2017|10,YES,202103
TABLE_1,Column_1807,2344334.5,2017|11,YES,202103
TABLE_1,Column_1807,2358479.25,2017|12,YES,202103
TABLE_1,Column_1807,2132964.7,2018|01,YES,202103
TABLE_1,Column_1807,2142986.72,2018|02,YES,202103
TABLE_1,Column_1807,2589838.5,2018|03,YES,202103
TABLE_1,Column_1807,2500212,2018|04,YES,202103
TABLE_1,Column_1807,2738279.25,2018|05,YES,202103
TABLE_1,Column_1807,2632313.3,2018|06,YES,202103
TABLE_1,Column_1807,2609903.2,2018|07,YES,202103
TABLE_1,Column_1807,2934808.5,2018|08,YES,202103
TABLE_1,Column_1807,2865060.25,2018|09,YES,202103
TABLE_1,Column_1807,3439354.5,2018|10,YES,202103
TABLE_1,Column_1807,3131852.5,2018|11,YES,202103
TABLE_1,Column_1807,3090234.5,2018|12,YES,202103
TABLE_1,Column_1807,2746295.05,2019|01,YES,202103
TABLE_1,Column_1807,2753004.75,2019|02,YES,202103
TABLE_1,Column_1807,3198795.25,2019|03,YES,202103
TABLE_1,Column_1807,3212911.75,2019|04,YES,202103
TABLE_1,Column_1807,3412255.95,2019|05,YES,202103
TABLE_1,Column_1807,3023565,2019|06,YES,202103
TABLE_1,Column_1807,3194150.5,2019|07,YES,202103
TABLE_1,Column_1807,3284993.5,2019|08,YES,202103
TABLE_1,Column_1807,3086350.5,2019|09,YES,202103
TABLE_1,Column_1807,3854264.05,2019|10,YES,202103
TABLE_1,Column_1807,3158597.5,2019|11,YES,202103
TABLE_1,Column_1807,3285114.45,2019|12,YES,202103
TABLE_1,Column_1807,2546830.5,2020|01,YES,202103
TABLE_1,Column_1807,2653339.75,2020|02,YES,202103
TABLE_1,Column_1807,2295120,2020|03,YES,202103
TABLE_1,Column_1807,1608907.92,2020|04,YES,202103
TABLE_1,Column_1807,2148006.8,2020|05,YES,202103
TABLE_1,Column_1807,2794322.95,2020|06,YES,202103
TABLE_1,Column_1807,2941133.5,2020|07,YES,202103
TABLE_1,Column_1807,2784217.25,2020|08,YES,202103
TABLE_1,Column_1807,2878700.25,2020|09,YES,202103
TABLE_1,Column_1807,3197511.75,2020|10,YES,202103
TABLE_1,Column_1807,2671398.7,2020|11,YES,202103
TABLE_1,Column_1807,1526130.8,2020|12,YES,202103
TABLE_1,Column_1807,0,2021|01,YES,202103
TABLE_1,Column_1807,0,2015|12,NA,202102
TABLE_1,Column_1807,0,2016|01,NA,202102
TABLE_1,Column_1807,0,2016|02,NA,202102
TABLE_1,Column_1807,0,2016|03,NA,202102
TABLE_1,Column_1807,797882.315,2016|04,NA,202102
TABLE_1,Column_1807,994796.7625,2016|05,NA,202102
TABLE_1,Column_1807,1037952.125,2016|06,NA,202102
TABLE_1,Column_1807,1044858.125,2016|07,NA,202102
TABLE_1,Column_1807,1322844.15,2016|08,NA,202102
TABLE_1,Column_1807,1253169.9,2016|09,NA,202102
TABLE_1,Column_1807,1474019.325,2016|10,NA,202102
TABLE_1,Column_1807,1366790.325,2016|11,NA,202102
TABLE_1,Column_1807,1539894.125,2016|12,NA,202102
TABLE_1,Column_1807,1316554.975,2017|01,NA,202102
TABLE_1,Column_1807,1389567.275,2017|02,NA,202102
TABLE_1,Column_1807,1764399.95,2017|03,NA,202102
TABLE_1,Column_1807,1694809.4,2017|04,NA,202102
TABLE_1,Column_1807,2028564.125,2017|05,NA,202102
TABLE_1,Column_1807,1955662.85,2017|06,NA,202102
TABLE_1,Column_1807,1925280.75,2017|07,NA,202102
TABLE_1,Column_1807,2016470.875,2017|08,NA,202102
TABLE_1,Column_1807,1997298.075,2017|09,NA,202102
TABLE_1,Column_1807,2311436.25,2017|10,NA,202102
TABLE_1,Column_1807,2345223.95,2017|11,NA,202102
TABLE_1,Column_1807,2361888.5,2017|12,NA,202102
TABLE_1,Column_1807,1967859.225,2018|01,NA,202102
TABLE_1,Column_1807,1997443.1,2018|02,NA,202102
TABLE_1,Column_1807,2414425.55,2018|03,NA,202102
TABLE_1,Column_1807,2259315.5,2018|04,NA,202102
TABLE_1,Column_1807,2500519.55,2018|05,NA,202102
TABLE_1,Column_1807,2394205.8,2018|06,NA,202102
TABLE_1,Column_1807,2390327.25,2018|07,NA,202102
TABLE_1,Column_1807,2698482.95,2018|08,NA,202102
TABLE_1,Column_1807,2619910.5,2018|09,NA,202102
TABLE_1,Column_1807,3159329.5,2018|10,NA,202102
TABLE_1,Column_1807,2876987.5,2018|11,NA,202102
TABLE_1,Column_1807,2832213,2018|12,NA,202102
TABLE_1,Column_1807,2533545.7,2019|01,NA,202102
TABLE_1,Column_1807,2526972.95,2019|02,NA,202102
TABLE_1,Column_1807,2951273.55,2019|03,NA,202102
TABLE_1,Column_1807,2983189,2019|04,NA,202102
TABLE_1,Column_1807,3111299.25,2019|05,NA,202102
TABLE_1,Column_1807,2795620.5,2019|06,NA,202102
TABLE_1,Column_1807,2914665.55,2019|07,NA,202102
TABLE_1,Column_1807,3002151.55,2019|08,NA,202102
TABLE_1,Column_1807,2798091,2019|09,NA,202102
